name,email,date,is_partner,company,role_company,donation_frecuency,suscription_status,donation_type,amount,method_pay,donation_date
Kathleen Herman,kathleen.herman@gmail.com,2019-08-27,1,Baxter,CEO,1,1,4,0,3,2009-06-29
Julie Henderson,julie.henderson@gmail.com,2014-03-20,1,Nasscom,Employee,1,1,1,1741,2,2023-01-13
Natalie Glover,natalie.glover@gmail.com,2015-09-24,0,None,None,0,0,1,5,1,2010-02-01
Ann Bailey,ann.bailey@gmail.com,2008-05-25,0,None,None,1,1,1,100,1,2010-02-17
Kim Hicks,kim.hicks@gmail.com,2017-06-16,0,None,None,0,0,1,15,1,2010-03-27
Brett Dunn,brett.dunn@gmail.com,2019-11-26,1,CaSa,CEO,1,1,2,0,1,2020-05-13
Antonio Hoffman,antonio.hoffman@gmail.com,2015-07-01,1,The Oberoi,Employee,0,1,1,1597,3,2009-06-16
Terry Waters,terry.waters@gmail.com,2022-03-17,1,CBN, CTO,0,1,1,1331,3,2012-08-03
Susan Simpson,susan.simpson@gmail.com,2023-01-07,1,Westin, CTO,1,1,1,1252,1,2011-05-24
Shannon Herman,shannon.herman@gmail.com,2020-11-21,0,None,None,0,0,1,70,3,2017-07-02
David Herman,david.herman@gmail.com,2014-06-15,0,None,None,1,1,1,15,3,2008-01-07
David Smith,david.smith@gmail.com,2020-07-01,1,Indigo,Employee,0,1,3,0,3,2018-03-31
Sarah Martinez,sarah.martinez@gmail.com,2008-06-19,0,None,None,0,0,1,70,2,2017-03-06
Joy Braun,joy.braun@gmail.com,2011-10-11,0,None,None,1,1,1,5,3,2013-12-26
Alejandra Jones,alejandra.jones@gmail.com,2012-02-01,0,None,None,0,0,1,20,2,2012-08-24
Katherine Bailey,katherine.bailey@gmail.com,2018-02-08,0,None,None,1,1,1,1,1,2017-07-02
Donna Smith,donna.smith@gmail.com,2019-02-08,1,Westin,Employee,0,1,1,1460,1,2015-07-05
Janice Swanson MD,janice swanson md.@gmail.com,2011-01-03,0,None,None,1,1,1,15,1,2016-07-15
Clayton Franklin,clayton.franklin@gmail.com,2016-07-10,1,CBN,CEO,1,1,1,270,3,2022-01-31
Adam Willis,adam.willis@gmail.com,2013-10-19,1,Cromax, CTO,1,1,1,1566,2,2010-05-09
Christopher Simpson,christopher.simpson@gmail.com,2012-02-29,0,None,None,0,0,1,90,1,2015-10-11
Eric Banks,eric.banks@gmail.com,2017-01-07,0,None,None,0,0,1,20,2,2011-08-29
Ian Diaz,ian.diaz@gmail.com,2012-05-24,0,None,None,1,1,1,20,1,2020-11-02
Sara English,sara.english@gmail.com,2010-12-19,0,None,None,0,0,1,5,2,2020-12-01
Christopher Collins DDS,christopher collins dds.@gmail.com,2013-08-15,0,None,None,0,0,1,35,1,2007-07-31
Jennifer Barnes,jennifer.barnes@gmail.com,2016-01-15,1,Vodafone, CTO,1,1,2,0,1,2022-05-12
Carol Banks,carol.banks@gmail.com,2012-11-14,0,None,None,1,1,1,5,2,2013-02-19
Brian Flores,brian.flores@gmail.com,2019-04-02,1,Hyatt, CTO,0,1,2,0,2,2014-03-18
Samuel Bryant,samuel.bryant@gmail.com,2006-11-28,0,None,None,0,0,1,50,3,2011-04-04
Michael Allen,michael.allen@gmail.com,2008-04-11,1,Indigo,Employee,1,1,4,0,3,2016-04-03
Anne Taylor,anne.taylor@gmail.com,2012-05-23,1,Nike, CTO,1,1,1,1458,3,2021-10-22
Daniel Stuart,daniel.stuart@gmail.com,2019-11-04,1,The Oberoi, CTO,1,1,4,0,3,2010-12-22
Brandon Silva,brandon.silva@gmail.com,2017-12-01,0,None,None,1,1,1,5,1,2017-09-08
Kerri Luna,kerri.luna@gmail.com,2012-01-30,1,Hyatt,Employee,1,1,1,1885,1,2020-12-04
Joshua Fleming,joshua.fleming@gmail.com,2018-12-01,0,None,None,0,0,1,100,2,2020-06-22
Jeremy Gallagher,jeremy.gallagher@gmail.com,2007-11-10,1,Pepsi, CTO,0,1,2,0,2,2015-01-21
Crystal Bowers,crystal.bowers@gmail.com,2018-09-11,1,Pepsi,CEO,0,1,1,279,3,2010-04-30
Diane Riggs,diane.riggs@gmail.com,2017-08-19,0,None,None,1,1,1,90,3,2007-03-30
Angela Reynolds,angela.reynolds@gmail.com,2010-12-07,0,None,None,0,0,1,15,2,2015-12-28
Christine Ellis,christine.ellis@gmail.com,2011-06-06,1,Baxter, CTO,1,1,1,1836,1,2018-10-27
Isaiah Richards,isaiah.richards@gmail.com,2019-04-07,1,Pepsi,CEO,1,1,4,0,1,2022-09-28
Walter Lopez,walter.lopez@gmail.com,2010-07-04,0,None,None,0,0,1,35,2,2007-07-15
Anita Bauer,anita.bauer@gmail.com,2017-08-14,0,None,None,0,0,1,1,3,2007-07-04
Aaron Bryant,aaron.bryant@gmail.com,2014-07-02,1,Amazon, CTO,0,1,2,0,3,2009-07-21
Jerry Brown,jerry.brown@gmail.com,2023-08-02,0,None,None,1,1,1,90,1,2008-05-05
Jamie Jones,jamie.jones@gmail.com,2008-12-07,1,Westin, CTO,0,1,2,0,1,2018-07-22
Teresa Rich,teresa.rich@gmail.com,2011-02-21,1,Westin, CTO,1,1,4,0,1,2016-06-28
Johnny Johnson,johnny.johnson@gmail.com,2009-12-23,1,Hyatt,Employee,0,1,1,587,2,2022-09-18
Denise Greer,denise.greer@gmail.com,2017-05-08,1,YCI, CTO,1,1,3,0,2,2007-12-08
Rachael Hernandez,rachael.hernandez@gmail.com,2013-11-21,0,None,None,0,0,1,35,3,2013-12-02
Katherine Olson,katherine.olson@gmail.com,2016-06-27,1,Amazon,CEO,1,1,2,0,3,2018-10-05
Matthew Hunter,matthew.hunter@gmail.com,2008-02-24,0,None,None,0,0,1,5,1,2014-01-17
Shannon Miller,shannon.miller@gmail.com,2012-11-27,1,Cromax, CTO,0,1,2,0,1,2010-11-21
Samantha Perkins,samantha.perkins@gmail.com,2011-06-12,1,Baxter,CEO,1,1,2,0,1,2021-04-23
Megan Christian,megan.christian@gmail.com,2013-03-22,1,CBN,Employee,0,1,4,0,1,2019-08-27
Suzanne Woodward,suzanne.woodward@gmail.com,2022-12-12,0,None,None,1,1,1,10,2,2013-11-07
Christopher Orr,christopher.orr@gmail.com,2014-10-21,1,Hyatt, CTO,0,1,2,0,2,2011-12-24
Carol Chapman,carol.chapman@gmail.com,2016-04-18,0,None,None,1,1,1,1,2,2013-03-26
Blake Shepherd,blake.shepherd@gmail.com,2020-02-23,0,None,None,0,0,1,10,3,2014-05-22
Kelly Pierce,kelly.pierce@gmail.com,2018-09-26,0,None,None,0,0,1,70,2,2020-10-04
Brian Moreno,brian.moreno@gmail.com,2007-10-25,1,CaSa,Employee,1,1,1,1823,1,2018-04-20
Lucas Daniels,lucas.daniels@gmail.com,2024-03-07,1,Nasscom, CTO,0,1,4,0,1,2013-05-31
Jeremy Vaughn,jeremy.vaughn@gmail.com,2021-06-21,1,Cromax,CEO,1,1,4,0,1,2007-06-27
Danielle Cabrera,danielle.cabrera@gmail.com,2013-06-09,1,Cosco,CEO,0,1,3,0,1,2013-01-04
Brian Lawson,brian.lawson@gmail.com,2009-03-26,1,Hyatt, CTO,0,1,3,0,1,2012-02-01
Rodney Ortiz,rodney.ortiz@gmail.com,2015-04-09,1,Cromax,Employee,0,1,3,0,1,2023-07-01
Taylor Hansen,taylor.hansen@gmail.com,2009-11-09,1,YCI,Employee,0,1,4,0,1,2013-04-22
Scott Calhoun,scott.calhoun@gmail.com,2014-04-22,0,None,None,1,1,1,10,2,2023-06-15
Kimberly Schmitt,kimberly.schmitt@gmail.com,2007-05-02,1,Cromax, CTO,1,1,2,0,2,2008-05-10
Mariah Hernandez,mariah.hernandez@gmail.com,2017-08-21,1,The Oberoi, CTO,1,1,1,696,3,2007-06-29
Rachel Moore,rachel.moore@gmail.com,2014-01-21,1,Pepsi,CEO,0,1,3,0,3,2021-06-24
Kelly Kennedy,kelly.kennedy@gmail.com,2007-03-23,0,None,None,1,1,1,70,2,2015-07-17
Eric Gomez,eric.gomez@gmail.com,2014-02-20,0,None,None,0,0,1,5,2,2014-02-14
Brittney Bentley,brittney.bentley@gmail.com,2011-04-28,0,None,None,1,1,1,20,3,2009-11-29
Danny Mckinney,danny.mckinney@gmail.com,2010-04-03,1,CBN, CTO,1,1,2,0,3,2013-10-12
Theresa Clements,theresa.clements@gmail.com,2012-03-29,1,Amazon, CTO,0,1,2,0,3,2010-03-26
Deanna Shields,deanna.shields@gmail.com,2009-04-08,0,None,None,0,0,1,1,2,2020-03-23
Sherry Fields,sherry.fields@gmail.com,2008-06-01,0,None,None,0,0,1,5,3,2024-02-24
James Cochran,james.cochran@gmail.com,2015-11-25,0,None,None,1,1,1,50,2,2017-12-21
Susan Harvey,susan.harvey@gmail.com,2007-06-06,0,None,None,1,1,1,100,1,2011-01-28
Teresa Young,teresa.young@gmail.com,2022-10-10,1,Cromax, CTO,0,1,4,0,1,2019-03-01
Donald Wolfe,donald.wolfe@gmail.com,2020-08-08,0,None,None,0,0,1,50,3,2018-08-24
Scott Vance,scott.vance@gmail.com,2014-03-23,1,Cosco,Employee,0,1,2,0,3,2021-07-13
Michael Burton,michael.burton@gmail.com,2023-07-22,1,Pepsi,CEO,0,1,4,0,3,2009-08-08
Olivia Anderson,olivia.anderson@gmail.com,2020-02-15,1,Jonhsons,Employee,0,1,4,0,3,2023-09-07
Stacy Smith,stacy.smith@gmail.com,2023-02-11,0,None,None,0,0,1,10,1,2015-04-11
Rachel Jensen,rachel.jensen@gmail.com,2021-07-07,1,Amazon,CEO,1,1,2,0,1,2017-05-08
Yvonne Garcia,yvonne.garcia@gmail.com,2017-12-24,1,Nike, CTO,1,1,4,0,1,2018-10-08
Mario Pratt,mario.pratt@gmail.com,2016-06-16,0,None,None,0,0,1,90,3,2012-11-13
Austin Barnes,austin.barnes@gmail.com,2017-04-11,1,Amazon,CEO,0,1,2,0,3,2007-04-21
Paul Dodson,paul.dodson@gmail.com,2009-05-17,1,Indigo,Employee,0,1,3,0,3,2015-04-14
Benjamin Wells,benjamin.wells@gmail.com,2023-05-09,1,Cromax,Employee,0,1,2,0,3,2012-10-14
Marvin Rowland,marvin.rowland@gmail.com,2021-03-29,1,Nike,CEO,0,1,1,1570,3,2021-07-15
David Hall,david.hall@gmail.com,2019-08-11,0,None,None,0,0,1,5,3,2014-05-09
David Jones,david.jones@gmail.com,2011-09-02,1,Pepsi, CTO,1,1,1,847,2,2017-03-08
Debbie Jones,debbie.jones@gmail.com,2009-08-18,1,CBN, CTO,0,1,3,0,2,2012-11-11
Vanessa Bryant,vanessa.bryant@gmail.com,2011-04-01,0,None,None,1,1,1,20,2,2011-04-23
Ethan Macdonald MD,ethan macdonald md.@gmail.com,2015-01-16,1,Westin, CTO,0,1,1,270,1,2015-05-31
James Shelton,james.shelton@gmail.com,2013-06-28,1,The Oberoi,Employee,0,1,1,1898,2,2008-04-05
Danielle Harris,danielle.harris@gmail.com,2016-08-25,0,None,None,0,0,1,50,1,2020-11-04
Michael Jones,michael.jones@gmail.com,2020-02-10,0,None,None,0,0,1,50,3,2023-04-09
John Smith,john.smith@gmail.com,2006-11-15,0,None,None,0,0,1,1,1,2022-01-24
Larry Davis,larry.davis@gmail.com,2012-05-08,1,Hyatt, CTO,1,1,4,0,1,2009-04-25
Brandi Graham,brandi.graham@gmail.com,2013-06-17,1,Hyatt,Employee,0,1,3,0,1,2010-01-09
Vincent Jennings,vincent.jennings@gmail.com,2011-02-27,1,Vodafone,Employee,1,1,2,0,1,2023-09-25
Zachary Johnston,zachary.johnston@gmail.com,2017-08-23,1,Baxter,Employee,0,1,1,718,3,2017-10-04
Pamela Porter,pamela.porter@gmail.com,2021-05-30,1,Nike, CTO,1,1,1,859,3,2012-12-31
Nancy Brown,nancy.brown@gmail.com,2017-08-19,1,The Oberoi,Employee,1,1,4,0,3,2011-06-29
Julie Weber,julie.weber@gmail.com,2021-03-11,1,Hyatt,CEO,1,1,2,0,3,2022-10-28
Michele Kelly,michele.kelly@gmail.com,2023-07-25,0,None,None,0,0,1,10,3,2018-03-19
Jeffrey Vang,jeffrey.vang@gmail.com,2018-09-23,1,Cosco,CEO,0,1,3,0,3,2021-01-02
Nancy Johnson,nancy.johnson@gmail.com,2015-12-17,1,Nike,Employee,0,1,1,544,2,2016-02-02
Mary Hall,mary.hall@gmail.com,2008-08-21,1,Jonhsons,Employee,0,1,3,0,2,2021-07-07
Alejandro Turner,alejandro.turner@gmail.com,2016-10-25,0,None,None,0,0,1,10,2,2021-04-21
Jessica Miller,jessica.miller@gmail.com,2013-04-04,1,Jonhsons, CTO,1,1,1,1957,3,2009-07-29
Sandra Rodriguez,sandra.rodriguez@gmail.com,2006-11-21,0,None,None,1,1,1,1,3,2007-11-09
Albert Williamson DDS,albert williamson dds.@gmail.com,2014-09-03,0,None,None,0,0,1,1,3,2015-10-09
Denise Peterson,denise.peterson@gmail.com,2018-05-15,1,Pepsi,CEO,0,1,4,0,3,2011-08-11
Gregory Bell,gregory.bell@gmail.com,2010-04-19,0,None,None,0,0,1,50,2,2014-11-30
Michael Johnson,michael.johnson@gmail.com,2017-08-31,1,YCI, CTO,1,1,4,0,2,2020-04-08
Stacy Benjamin,stacy.benjamin@gmail.com,2022-12-01,1,Indigo,CEO,0,1,2,0,2,2006-12-02
Charles Stevens,charles.stevens@gmail.com,2008-03-31,1,The Oberoi, CTO,1,1,3,0,2,2016-10-07
Christina Acosta,christina.acosta@gmail.com,2016-04-25,1,Hyatt, CTO,0,1,3,0,2,2011-08-25
Robert Keller,robert.keller@gmail.com,2016-06-07,1,Hyatt, CTO,1,1,2,0,2,2007-04-08
Laura Carroll,laura.carroll@gmail.com,2022-02-06,1,Westin, CTO,1,1,1,1778,2,2012-03-03
Heather Watson,heather.watson@gmail.com,2013-09-01,1,Jonhsons, CTO,1,1,2,0,2,2019-01-14
Daniel Cabrera,daniel.cabrera@gmail.com,2009-01-06,0,None,None,0,0,1,15,2,2015-09-01
Heather Logan,heather.logan@gmail.com,2009-05-05,0,None,None,1,1,1,10,1,2013-03-08
Shelley Delacruz MD,shelley delacruz md.@gmail.com,2015-10-25,0,None,None,0,0,1,70,2,2014-03-04
Brian Sutton,brian.sutton@gmail.com,2011-03-22,0,None,None,0,0,1,5,3,2013-11-18
Marvin Williams,marvin.williams@gmail.com,2012-08-31,1,YCI,CEO,1,1,2,0,3,2011-09-27
Patrick Wright,patrick.wright@gmail.com,2022-10-07,0,None,None,1,1,1,15,1,2021-09-25
Anna Evans,anna.evans@gmail.com,2018-01-15,1,Indigo,Employee,1,1,1,835,2,2011-10-22
Daniel Pace,daniel.pace@gmail.com,2015-04-06,1,Nasscom,CEO,1,1,1,1299,2,2018-08-18
Jenna Waters,jenna.waters@gmail.com,2017-02-11,0,None,None,1,1,1,10,3,2023-03-27
Nancy Rodriguez,nancy.rodriguez@gmail.com,2013-07-30,1,Baxter, CTO,1,1,2,0,3,2020-02-15
Tiffany Ward,tiffany.ward@gmail.com,2020-09-15,0,None,None,1,1,1,90,3,2018-06-04
Charles Li,charles.li@gmail.com,2017-09-10,1,Indigo,CEO,1,1,2,0,3,2023-05-19
Elizabeth Bender,elizabeth.bender@gmail.com,2021-11-18,0,None,None,1,1,1,50,3,2013-02-05
Kevin Washington,kevin.washington@gmail.com,2021-10-10,1,Hyatt,Employee,0,1,4,0,3,2016-01-23
Bradley Decker,bradley.decker@gmail.com,2023-02-18,0,None,None,1,1,1,90,2,2024-02-25
Steven Bryan,steven.bryan@gmail.com,2023-05-05,1,Cosco, CTO,0,1,3,0,2,2011-03-03
Kaitlyn Brown,kaitlyn.brown@gmail.com,2015-02-02,0,None,None,0,0,1,70,1,2011-09-17
Dakota Hall,dakota.hall@gmail.com,2009-06-04,1,YCI,CEO,1,1,1,414,3,2015-01-14
Sandra Molina,sandra.molina@gmail.com,2017-05-05,0,None,None,0,0,1,90,2,2015-10-14
Marissa Sharp,marissa.sharp@gmail.com,2019-01-08,1,Indigo,CEO,1,1,4,0,2,2020-10-31
Ashley Adams,ashley.adams@gmail.com,2009-09-21,0,None,None,1,1,1,35,3,2009-10-17
Kimberly Cox,kimberly.cox@gmail.com,2021-10-23,1,CaSa,CEO,0,1,3,0,3,2019-05-16
Marie Adams,marie.adams@gmail.com,2011-02-13,1,Cromax, CTO,0,1,2,0,3,2022-08-06
Sandra Johnson,sandra.johnson@gmail.com,2018-04-10,1,Amazon,Employee,0,1,2,0,3,2012-01-14
Todd Mccall,todd.mccall@gmail.com,2023-09-04,0,None,None,1,1,1,70,3,2016-02-29
Charles Lucas,charles.lucas@gmail.com,2010-12-01,0,None,None,1,1,1,100,2,2012-02-13
Alexandra Hendrix,alexandra.hendrix@gmail.com,2019-03-17,0,None,None,1,1,1,10,2,2022-09-13
Alexis Jones,alexis.jones@gmail.com,2015-10-02,1,Hyatt,CEO,0,1,3,0,2,2009-10-21
Ashley Cruz,ashley.cruz@gmail.com,2014-02-18,0,None,None,1,1,1,1,1,2014-01-26
Michael Gillespie,michael.gillespie@gmail.com,2015-09-20,0,None,None,0,0,1,50,2,2009-04-03
Lauren Colon,lauren.colon@gmail.com,2021-01-24,0,None,None,0,0,1,35,3,2018-07-12
Tammy Scott,tammy.scott@gmail.com,2010-07-06,1,Amazon,Employee,1,1,2,0,3,2016-10-05
Jason Manning,jason.manning@gmail.com,2011-08-13,0,None,None,0,0,1,1,2,2014-12-07
Brandon Mason,brandon.mason@gmail.com,2021-01-06,1,Nike,Employee,0,1,2,0,2,2012-02-07
Aaron Cochran,aaron.cochran@gmail.com,2016-03-26,0,None,None,0,0,1,50,2,2013-10-16
Craig Mccoy,craig.mccoy@gmail.com,2010-03-19,1,Nike, CTO,1,1,1,1412,2,2014-03-17
Adam Campbell,adam.campbell@gmail.com,2011-09-29,1,Amazon, CTO,0,1,2,0,2,2019-09-19
Elizabeth Harper,elizabeth.harper@gmail.com,2007-10-01,1,Baxter, CTO,0,1,4,0,2,2013-05-01
Charles Hill,charles.hill@gmail.com,2012-10-09,1,Westin,CEO,1,1,3,0,2,2017-06-10
Briana Morales,briana.morales@gmail.com,2017-03-30,1,CBN, CTO,1,1,2,0,2,2011-03-21
Jennifer Mahoney,jennifer.mahoney@gmail.com,2011-10-08,1,Nike,Employee,1,1,2,0,2,2021-05-19
Jonathan Stewart,jonathan.stewart@gmail.com,2019-06-04,0,None,None,1,1,1,35,2,2024-03-10
Heather James,heather.james@gmail.com,2006-11-15,1,Amazon, CTO,1,1,2,0,2,2007-07-28
Emma Davis,emma.davis@gmail.com,2022-02-09,1,Jonhsons, CTO,0,1,3,0,2,2013-03-04
Janet Spence,janet.spence@gmail.com,2015-05-13,1,Cromax,CEO,0,1,3,0,2,2011-03-13
Michael Perry,michael.perry@gmail.com,2021-01-15,0,None,None,1,1,1,20,3,2013-12-28
Kenneth Serrano,kenneth.serrano@gmail.com,2015-01-26,0,None,None,1,1,1,100,3,2021-08-26
Carla Fox,carla.fox@gmail.com,2011-03-21,0,None,None,0,0,1,10,1,2023-02-07
Craig Wu,craig.wu@gmail.com,2019-02-16,0,None,None,0,0,1,50,3,2021-06-04
Charles Ortega MD,charles ortega md.@gmail.com,2010-10-01,0,None,None,0,0,1,10,3,2022-04-28
Timothy Cox,timothy.cox@gmail.com,2019-03-21,1,YCI,CEO,0,1,2,0,3,2019-06-27
Richard Perez,richard.perez@gmail.com,2020-08-27,0,None,None,0,0,1,35,2,2015-05-18
Patrick Perez,patrick.perez@gmail.com,2019-11-27,0,None,None,1,1,1,100,1,2022-04-25
Jason Williams,jason.williams@gmail.com,2013-08-07,1,Hyatt,Employee,0,1,1,1939,1,2016-03-18
Brittany Carlson,brittany.carlson@gmail.com,2020-05-20,0,None,None,1,1,1,50,2,2022-12-13
Christy Perez DVM,christy perez dvm.@gmail.com,2016-05-25,0,None,None,0,0,1,90,2,2015-02-14
Ann Hall,ann.hall@gmail.com,2019-05-15,1,CBN,CEO,1,1,4,0,2,2013-09-01
Derek Ramirez,derek.ramirez@gmail.com,2021-08-06,1,Amazon,CEO,0,1,2,0,2,2016-07-24
Janet Reid,janet.reid@gmail.com,2009-12-02,0,None,None,1,1,1,1,2,2015-08-01
Matthew Barnes,matthew.barnes@gmail.com,2013-11-18,0,None,None,1,1,1,35,2,2017-11-09
Rachel Lawson,rachel.lawson@gmail.com,2014-02-03,1,Cromax,Employee,1,1,2,0,2,2009-05-03
Marcus Reynolds,marcus.reynolds@gmail.com,2021-06-23,0,None,None,1,1,1,35,2,2021-05-20
Jack Cameron,jack.cameron@gmail.com,2014-04-04,0,None,None,0,0,1,10,1,2015-05-29
Luke Alexander,luke.alexander@gmail.com,2008-07-11,1,Westin,Employee,1,1,4,0,1,2007-07-25
Angel Byrd,angel.byrd@gmail.com,2007-02-18,0,None,None,0,0,1,5,2,2017-09-03
Kayla Dawson,kayla.dawson@gmail.com,2016-01-13,1,Cosco,Employee,0,1,3,0,2,2012-02-07
Claire Newman,claire.newman@gmail.com,2019-11-01,1,Cromax, CTO,1,1,2,0,2,2009-12-11
Todd Medina,todd.medina@gmail.com,2008-05-27,0,None,None,0,0,1,70,1,2009-06-15
Melinda Atkins,melinda.atkins@gmail.com,2020-10-19,0,None,None,0,0,1,70,1,2011-07-11
Christopher Trevino,christopher.trevino@gmail.com,2008-08-29,1,Cosco,Employee,0,1,4,0,1,2012-10-14
Brandi Simmons,brandi.simmons@gmail.com,2015-12-16,1,Jonhsons, CTO,1,1,2,0,1,2020-02-11
Brenda Foster DDS,brenda foster dds.@gmail.com,2017-10-16,1,Westin,Employee,1,1,1,561,2,2020-06-25
Kim Hodges,kim.hodges@gmail.com,2012-01-01,0,None,None,0,0,1,100,3,2015-03-11
Kristin Price,kristin.price@gmail.com,2010-04-18,1,Nike, CTO,0,1,3,0,3,2009-07-25
Marissa Thompson,marissa.thompson@gmail.com,2020-12-19,0,None,None,1,1,1,70,1,2011-03-16
Jacob Sanchez,jacob.sanchez@gmail.com,2017-04-21,0,None,None,1,1,1,1,2,2017-11-28
William Morgan,william.morgan@gmail.com,2021-08-01,0,None,None,0,0,1,15,1,2019-06-07
Alexis Guzman,alexis.guzman@gmail.com,2010-04-21,0,None,None,1,1,1,1,1,2012-12-22
Mr. Matthew Jones,mr. matthew jones.@gmail.com,2021-02-28,1,Indigo,Employee,0,1,4,0,1,2018-11-03
Kelsey Jones,kelsey.jones@gmail.com,2013-06-04,0,None,None,0,0,1,70,2,2018-05-26
Dana Acosta,dana.acosta@gmail.com,2020-11-05,1,Jonhsons, CTO,0,1,4,0,2,2014-10-26
Ryan White,ryan.white@gmail.com,2020-10-06,0,None,None,1,1,1,10,3,2019-04-03
Mr. Tyler Parker,mr. tyler parker.@gmail.com,2008-02-21,0,None,None,0,0,1,1,2,2009-05-01
Lisa Johnson,lisa.johnson@gmail.com,2024-01-26,0,None,None,1,1,1,15,3,2020-10-04
Gabriel Harding,gabriel.harding@gmail.com,2020-06-27,0,None,None,0,0,1,100,1,2010-11-11
Adam Madden,adam.madden@gmail.com,2010-10-05,1,Nike,Employee,0,1,2,0,1,2018-06-25
Kristin Bell,kristin.bell@gmail.com,2021-10-06,1,Nasscom,CEO,1,1,4,0,1,2011-05-27
James Cook,james.cook@gmail.com,2019-12-26,0,None,None,1,1,1,90,2,2015-01-22
Chad Jackson,chad.jackson@gmail.com,2015-02-11,0,None,None,0,0,1,50,3,2010-06-28
Meghan Mathews,meghan.mathews@gmail.com,2011-01-12,1,CBN, CTO,1,1,2,0,3,2012-02-06
Amber Powell,amber.powell@gmail.com,2012-03-04,1,Amazon,Employee,0,1,2,0,3,2019-10-21
Casey Barnes,casey.barnes@gmail.com,2014-10-08,0,None,None,1,1,1,20,1,2007-01-11
Tanner Goodman,tanner.goodman@gmail.com,2020-02-22,1,The Oberoi,Employee,0,1,2,0,1,2012-04-09
Lauren Flores,lauren.flores@gmail.com,2018-10-21,1,Jonhsons,Employee,1,1,1,1368,1,2015-07-02
Brittany Schmidt,brittany.schmidt@gmail.com,2020-05-05,0,None,None,0,0,1,5,2,2022-04-03
Trevor Brown,trevor.brown@gmail.com,2014-05-02,1,Cromax,CEO,1,1,1,1714,1,2018-06-05
Jordan Perez,jordan.perez@gmail.com,2008-01-26,0,None,None,1,1,1,20,2,2007-12-23
Kathleen Campbell,kathleen.campbell@gmail.com,2021-02-19,0,None,None,0,0,1,100,3,2011-05-13
Dawn Ball,dawn.ball@gmail.com,2017-01-17,1,Vodafone,Employee,1,1,1,1516,2,2014-02-09
Kelly Green DDS,kelly green dds.@gmail.com,2022-10-09,0,None,None,0,0,1,10,1,2009-09-13
Michael Smith,michael.smith@gmail.com,2014-11-16,1,YCI,CEO,0,1,3,0,1,2020-12-29
Cheryl Harris,cheryl.harris@gmail.com,2008-11-28,1,CBN,CEO,0,1,1,1876,1,2011-05-27
Ms. Desiree Orozco,ms. desiree orozco.@gmail.com,2009-07-21,0,None,None,0,0,1,1,1,2014-06-20
Allen Miller,allen.miller@gmail.com,2009-10-10,0,None,None,1,1,1,15,3,2019-08-26
Brittany Norman,brittany.norman@gmail.com,2013-07-08,1,Westin,CEO,0,1,1,740,2,2014-12-31
Mrs. Karen Thompson,mrs. karen thompson.@gmail.com,2010-04-23,0,None,None,0,0,1,20,2,2009-09-13
Scott Haley,scott.haley@gmail.com,2019-03-11,1,Westin, CTO,0,1,2,0,2,2021-09-10
Julie Palmer,julie.palmer@gmail.com,2014-03-08,0,None,None,1,1,1,35,3,2016-06-13
Jennifer Jones DVM,jennifer jones dvm.@gmail.com,2014-05-06,1,Hyatt,CEO,1,1,1,727,1,2020-11-12
Michael Rivera,michael.rivera@gmail.com,2017-03-13,1,Hyatt,Employee,0,1,4,0,1,2009-01-03
William Jones,william.jones@gmail.com,2023-06-01,1,Indigo, CTO,1,1,2,0,1,2019-09-02
Roberta Burgess,roberta.burgess@gmail.com,2008-02-08,0,None,None,1,1,1,1,2,2007-06-07
Matthew Henry,matthew.henry@gmail.com,2011-05-15,1,Cosco,Employee,0,1,4,0,2,2021-07-04
Renee Golden,renee.golden@gmail.com,2012-10-27,0,None,None,0,0,1,1,3,2012-07-17
Carlos Daniels,carlos.daniels@gmail.com,2019-08-21,0,None,None,0,0,1,1,2,2007-06-06
Melissa Hall,melissa.hall@gmail.com,2011-10-24,0,None,None,0,0,1,90,2,2019-11-25
Victoria Campbell,victoria.campbell@gmail.com,2017-04-13,1,Westin,CEO,0,1,2,0,2,2013-01-27
Denise Colon,denise.colon@gmail.com,2021-07-06,1,Jonhsons, CTO,1,1,1,464,1,2008-07-07
Lisa Robinson MD,lisa robinson md.@gmail.com,2015-02-03,1,Jonhsons,CEO,1,1,2,0,1,2009-05-18
Cristian Gonzalez,cristian.gonzalez@gmail.com,2009-07-15,0,None,None,1,1,1,20,1,2022-10-03
Richard Rodriguez,richard.rodriguez@gmail.com,2013-01-23,0,None,None,0,0,1,90,1,2023-01-20
Michelle Baker,michelle.baker@gmail.com,2023-12-16,1,Cromax,CEO,0,1,4,0,1,2018-04-12
Jessica Payne,jessica.payne@gmail.com,2014-10-08,1,CBN,Employee,0,1,1,1677,3,2016-03-30
Zachary Williams,zachary.williams@gmail.com,2022-06-10,0,None,None,1,1,1,90,2,2010-11-25
Darryl Guerrero,darryl.guerrero@gmail.com,2013-07-24,1,Nike, CTO,0,1,4,0,2,2023-12-14
Catherine Foster,catherine.foster@gmail.com,2011-12-01,1,The Oberoi, CTO,0,1,1,711,2,2009-06-30
Danielle Villarreal,danielle.villarreal@gmail.com,2013-06-18,1,Indigo, CTO,0,1,3,0,2,2014-11-21
John Davis,john.davis@gmail.com,2018-01-15,1,CaSa,Employee,0,1,2,0,2,2022-06-26
