name,email,date,is_partner,company,role_company,donation_frecuency,suscription_status,donation_type,amount,method_pay,donation_date,donation_month
Kevin Jones,kevin.jones@gmail.com,2014-03-10,0,Particular,Particular,0,0,1,6325.1,2,2016-08-04,8
Renee Velazquez,renee.velazquez@gmail.com,2013-06-02,1,Jonhsons,Employee,1,1,2,0.0,0,2015-04-15,4
Courtney Hill,courtney.hill@gmail.com,2021-11-10,1,Amazon, CTO,0,1,2,0.0,0,2022-11-14,11
Donna Garcia,donna.garcia@gmail.com,2023-02-06,1,Nasscom, CTO,0,1,4,0.0,0,2023-11-02,11
Kyle Mays,kyle.mays@gmail.com,2018-10-16,1,Pepsi,Employee,0,1,3,0.0,0,2019-01-31,1
Christopher Garcia,christopher.garcia@gmail.com,2017-10-22,1,Nike,Employee,1,1,1,1249.0,2,2022-01-17,1
Ryan Dillon,ryan.dillon@gmail.com,2024-01-21,1,The Oberoi, CTO,0,1,4,0.0,0,2024-02-04,2
Mary Wilson,mary.wilson@gmail.com,2007-05-21,1,Baxter,CEO,0,1,4,0.0,0,2011-04-10,4
Scott Hart,scott.hart@gmail.com,2018-10-16,1,Pepsi, CTO,0,1,1,1308.0,1,2022-11-30,11
Nathan Williams,nathan.williams@gmail.com,2011-06-22,0,Particular,Particular,0,0,1,3162.55,3,2012-01-30,1
Deanna Kramer,deanna.kramer@gmail.com,2013-06-05,0,Particular,Particular,0,0,1,451.79,2,2008-03-21,3
Kelli Arnold,kelli.arnold@gmail.com,2020-07-31,1,YCI,CEO,0,1,2,0.0,0,2023-10-24,10
Lori Zimmerman,lori.zimmerman@gmail.com,2020-07-31,1,YCI,Employee,1,1,4,0.0,0,2021-10-14,10
Matthew Williams,matthew.williams@gmail.com,2014-03-23,0,Particular,Particular,0,0,1,3162.55,1,2017-07-10,7
George Lewis,george.lewis@gmail.com,2013-08-21,1,Cosco,Employee,1,1,1,1324.0,3,2015-04-15,4
Shawn Johnson,shawn.johnson@gmail.com,2014-04-13,0,Particular,Particular,0,0,1,1807.17,1,2024-02-02,2
Crystal Graham,crystal.graham@gmail.com,2020-04-04,1,Vodafone,Employee,0,1,3,0.0,0,2023-06-09,6
Crystal Miller,crystal.miller@gmail.com,2012-04-23,0,Particular,Particular,0,0,1,8132.27,3,2017-05-08,5
Patricia Baird,patricia.baird@gmail.com,2022-11-01,0,Particular,Particular,0,0,1,4517.93,2,2014-06-16,6
Anthony Miller,anthony.miller@gmail.com,2007-10-08,0,Particular,Particular,0,0,1,1807.17,1,2022-09-19,9
Frederick Larsen,frederick.larsen@gmail.com,2020-04-04,1,Vodafone,CEO,0,1,1,1531.0,1,2023-12-01,12
Joseph Allen,joseph.allen@gmail.com,2018-10-16,1,Pepsi, CTO,0,1,3,0.0,0,2020-10-01,10
Tracy Hayes,tracy.hayes@gmail.com,2020-04-04,1,Vodafone,Employee,1,1,2,0.0,0,2023-08-05,8
Rick Smith,rick.smith@gmail.com,2012-11-26,1,Indigo,Employee,1,1,4,0.0,0,2018-01-27,1
Dr. Meredith Wilkerson,dr. meredith wilkerson.@gmail.com,2018-11-28,0,Particular,Particular,0,0,1,9035.86,1,2010-01-17,1
Jacqueline Scott,jacqueline.scott@gmail.com,2023-10-29,1,Westin, CTO,0,1,2,0.0,0,2023-11-02,11
Rhonda Sanchez,rhonda.sanchez@gmail.com,2024-01-21,1,The Oberoi,CEO,0,1,1,375.0,1,2024-02-14,2
Cody Petty,cody.petty@gmail.com,2013-09-06,0,Particular,Particular,0,0,1,3162.55,1,2018-10-09,10
Shannon Pope,shannon.pope@gmail.com,2008-03-10,1,Hyatt,CEO,0,1,4,0.0,0,2011-02-16,2
Michael Watson,michael.watson@gmail.com,2009-04-09,0,Particular,Particular,0,0,1,1807.17,3,2010-05-16,5
Jamie Kelley,jamie.kelley@gmail.com,2010-01-06,1,CaSa,CEO,1,1,4,0.0,0,2019-01-17,1
Margaret Le,margaret.le@gmail.com,2015-10-21,0,Particular,Particular,0,0,1,4517.93,3,2020-05-18,5
Joseph Ruiz,joseph.ruiz@gmail.com,2008-03-10,1,Hyatt,CEO,1,1,1,1186.0,2,2009-05-09,5
Christina Hernandez,christina.hernandez@gmail.com,2020-07-31,1,YCI,Employee,1,1,4,0.0,0,2020-12-18,12
Douglas Woods,douglas.woods@gmail.com,2021-06-19,0,Particular,Particular,0,0,1,451.79,1,2017-11-19,11
Daniel Perez,daniel.perez@gmail.com,2013-06-02,1,Jonhsons, CTO,0,1,1,1734.0,3,2020-02-13,2
Michael Huffman DDS,michael huffman dds.@gmail.com,2016-09-07,0,Particular,Particular,0,0,1,90.36,1,2018-08-08,8
Kelly Mcgee,kelly.mcgee@gmail.com,2024-01-21,1,The Oberoi, CTO,1,1,4,0.0,0,2024-02-09,2
Patricia Davis,patricia.davis@gmail.com,2013-03-13,0,Particular,Particular,0,0,1,8132.27,2,2019-12-25,12
Karen Spencer,karen.spencer@gmail.com,2013-08-21,1,Cosco, CTO,1,1,4,0.0,0,2020-04-19,4
Bryan Fitzpatrick,bryan.fitzpatrick@gmail.com,2012-11-26,1,Indigo, CTO,1,1,3,0.0,0,2021-09-27,9
David Hayes,david.hayes@gmail.com,2007-05-21,1,Baxter,CEO,0,1,4,0.0,0,2011-05-17,5
Jennifer Moore,jennifer.moore@gmail.com,2012-11-26,1,Indigo,CEO,0,1,3,0.0,0,2014-04-01,4
Donald Garcia,donald.garcia@gmail.com,2021-08-21,0,Particular,Particular,0,0,1,4517.93,2,2011-06-17,6
Benjamin Pearson,benjamin.pearson@gmail.com,2020-07-31,1,YCI,Employee,0,1,1,1556.0,1,2021-12-05,12
Courtney Fleming,courtney.fleming@gmail.com,2009-01-09,0,Particular,Particular,0,0,1,4517.93,3,2009-04-15,4
Jessica Costa,jessica.costa@gmail.com,2019-07-09,0,Particular,Particular,0,0,1,1807.17,3,2009-03-24,3
Elizabeth Andrews,elizabeth.andrews@gmail.com,2018-10-16,1,Pepsi, CTO,1,1,3,0.0,0,2021-07-13,7
David Phillips,david.phillips@gmail.com,2022-11-26,0,Particular,Particular,0,0,1,4517.93,2,2020-04-06,4
Madison Murphy,madison.murphy@gmail.com,2023-10-29,1,Westin,Employee,1,1,4,0.0,0,2024-03-03,3
Michael Ward,michael.ward@gmail.com,2012-11-26,1,Indigo,CEO,1,1,1,1352.0,2,2019-10-24,10
William Malone,william.malone@gmail.com,2015-11-18,1,CBN, CTO,1,1,1,1300.0,1,2017-09-06,9
Albert Johnson,albert.johnson@gmail.com,2013-06-02,1,Jonhsons, CTO,1,1,3,0.0,0,2014-07-05,7
Morgan Evans,morgan.evans@gmail.com,2012-07-22,0,Particular,Particular,0,0,1,9035.86,1,2006-12-20,12
Amanda Perez,amanda.perez@gmail.com,2013-06-02,1,Jonhsons,CEO,1,1,3,0.0,0,2017-07-02,7
Michael Rodriguez Jr.,michael rodriguez jr..@gmail.com,2024-01-21,1,The Oberoi,CEO,0,1,2,0.0,0,2024-03-21,3
Adam English,adam.english@gmail.com,2017-10-22,1,Nike,CEO,0,1,2,0.0,0,2018-01-31,1
Audrey Winters,audrey.winters@gmail.com,2020-07-31,1,YCI, CTO,0,1,3,0.0,0,2023-04-24,4
Christine Ramsey,christine.ramsey@gmail.com,2013-06-02,1,Jonhsons,CEO,1,1,3,0.0,0,2015-04-23,4
Rebecca Potts,rebecca.potts@gmail.com,2007-05-21,1,Baxter, CTO,1,1,1,827.0,2,2007-07-18,7
Daniel Jones,daniel.jones@gmail.com,2020-04-04,1,Vodafone,CEO,1,1,4,0.0,0,2021-05-22,5
Ashley Terry,ashley.terry@gmail.com,2024-01-21,1,The Oberoi,Employee,1,1,2,0.0,0,2024-03-26,3
Michael Sweeney,michael.sweeney@gmail.com,2011-11-20,0,Particular,Particular,0,0,1,903.59,2,2020-09-18,9
William Neal,william.neal@gmail.com,2018-03-27,0,Particular,Particular,0,0,1,9035.86,2,2018-11-27,11
Robert Shepherd,robert.shepherd@gmail.com,2012-11-26,1,Indigo, CTO,1,1,3,0.0,0,2017-04-16,4
Jesse Keller,jesse.keller@gmail.com,2008-03-10,1,Hyatt,CEO,0,1,4,0.0,0,2022-08-27,8
Monique Anderson,monique.anderson@gmail.com,2016-06-15,0,Particular,Particular,0,0,1,6325.1,1,2015-03-07,3
Tamara Obrien,tamara.obrien@gmail.com,2020-07-31,1,YCI,Employee,1,1,1,863.0,2,2022-10-15,10
Christopher Johnson,christopher.johnson@gmail.com,2019-03-20,0,Particular,Particular,0,0,1,8132.27,1,2018-04-15,4
Hector Ramirez,hector.ramirez@gmail.com,2013-06-02,1,Jonhsons, CTO,0,1,2,0.0,0,2023-09-21,9
Brent Bishop,brent.bishop@gmail.com,2023-02-06,1,Nasscom,Employee,0,1,1,1857.0,3,2023-12-01,12
Robert Reyes,robert.reyes@gmail.com,2020-07-31,1,YCI, CTO,1,1,2,0.0,0,2023-10-15,10
Jean Buchanan,jean.buchanan@gmail.com,2011-01-25,0,Particular,Particular,0,0,1,4517.93,3,2016-04-23,4
Anthony Lee,anthony.lee@gmail.com,2008-03-10,1,Hyatt,CEO,1,1,3,0.0,0,2023-06-16,6
Dr. Kimberly Watson,dr. kimberly watson.@gmail.com,2024-01-21,1,The Oberoi, CTO,1,1,3,0.0,0,2024-03-21,3
Lauren Estes,lauren.estes@gmail.com,2016-12-30,0,Particular,Particular,0,0,1,4517.93,1,2008-03-21,3
Colleen Snyder,colleen.snyder@gmail.com,2013-04-19,0,Particular,Particular,0,0,1,6325.1,1,2017-09-18,9
John Stout,john.stout@gmail.com,2020-06-26,0,Particular,Particular,0,0,1,8132.27,2,2014-07-14,7
Christopher Lewis,christopher.lewis@gmail.com,2020-04-04,1,Vodafone,Employee,1,1,4,0.0,0,2022-08-05,8
Jamie Bray,jamie.bray@gmail.com,2011-07-10,0,Particular,Particular,0,0,1,1355.38,1,2010-09-15,9
Tara Sheppard,tara.sheppard@gmail.com,2023-10-29,1,Westin,Employee,0,1,1,1465.0,2,2023-12-10,12
Michael Mcbride,michael.mcbride@gmail.com,2016-02-11,1,Cromax,CEO,0,1,4,0.0,0,2023-05-02,5
Kayla Shea,kayla.shea@gmail.com,2013-06-02,1,Jonhsons, CTO,1,1,4,0.0,0,2019-07-09,7
Jacqueline Smith,jacqueline.smith@gmail.com,2012-09-09,0,Particular,Particular,0,0,1,90.36,1,2023-07-19,7
Derek Williams,derek.williams@gmail.com,2023-02-06,1,Nasscom,Employee,1,1,4,0.0,0,2023-10-09,10
Jake Martin,jake.martin@gmail.com,2020-07-31,1,YCI,CEO,1,1,3,0.0,0,2022-08-13,8
Kathryn Weeks,kathryn.weeks@gmail.com,2024-01-21,1,The Oberoi,CEO,0,1,2,0.0,0,2024-03-05,3
Richard Allen,richard.allen@gmail.com,2013-06-02,1,Jonhsons,Employee,0,1,1,1314.0,1,2023-11-04,11
Monica Anderson,monica.anderson@gmail.com,2020-04-04,1,Vodafone,Employee,0,1,1,923.0,3,2023-03-09,3
David Stone,david.stone@gmail.com,2012-02-06,0,Particular,Particular,0,0,1,9035.86,2,2015-01-27,1
Katrina Mendoza,katrina.mendoza@gmail.com,2010-01-06,1,CaSa,CEO,1,1,4,0.0,0,2012-05-22,5
Joshua Williams,joshua.williams@gmail.com,2023-10-29,1,Westin,Employee,1,1,3,0.0,0,2024-02-22,2
Andrew Hawkins,andrew.hawkins@gmail.com,2016-10-23,0,Particular,Particular,0,0,1,6325.1,2,2012-01-16,1
Paula Smith,paula.smith@gmail.com,2020-07-31,1,YCI,Employee,0,1,3,0.0,0,2022-09-28,9
Timothy Whitaker,timothy.whitaker@gmail.com,2023-02-06,1,Nasscom,Employee,0,1,1,885.0,3,2023-07-01,7
Joseph Bond,joseph.bond@gmail.com,2012-11-26,1,Indigo, CTO,0,1,3,0.0,0,2013-11-09,11
Ashley Collier,ashley.collier@gmail.com,2015-08-09,0,Particular,Particular,0,0,1,1807.17,2,2021-12-07,12
Maria West,maria.west@gmail.com,2015-11-18,1,CBN,CEO,1,1,4,0.0,0,2017-09-30,9
Carrie Farrell,carrie.farrell@gmail.com,2022-08-15,0,Particular,Particular,0,0,1,9035.86,1,2008-09-01,9
Allison Ford,allison.ford@gmail.com,2024-01-21,1,The Oberoi,CEO,0,1,1,1053.0,1,2024-02-24,2
Gregory Ponce,gregory.ponce@gmail.com,2020-04-04,1,Vodafone, CTO,1,1,3,0.0,0,2022-11-22,11
Kevin Moss,kevin.moss@gmail.com,2023-01-16,0,Particular,Particular,0,0,1,90.36,1,2016-11-08,11
Stacy Moore,stacy.moore@gmail.com,2007-05-21,1,Baxter,Employee,0,1,1,1844.0,3,2012-09-15,9
David Conley,david.conley@gmail.com,2021-11-10,1,Amazon,Employee,1,1,1,789.0,2,2021-12-13,12
Charles Sanders,charles.sanders@gmail.com,2016-02-11,1,Cromax,Employee,1,1,3,0.0,0,2021-05-11,5
Joseph Richardson,joseph.richardson@gmail.com,2016-05-20,0,Particular,Particular,0,0,1,8132.27,3,2012-08-06,8
Daniel Gallegos,daniel.gallegos@gmail.com,2023-10-29,1,Westin, CTO,1,1,1,1323.0,1,2024-03-04,3
Taylor Rodriguez,taylor.rodriguez@gmail.com,2013-08-21,1,Cosco,Employee,1,1,4,0.0,0,2013-09-06,9
Crystal Rivera,crystal.rivera@gmail.com,2023-10-29,1,Westin,CEO,1,1,3,0.0,0,2024-03-09,3
Sara Keller,sara.keller@gmail.com,2013-08-21,1,Cosco,Employee,1,1,4,0.0,0,2017-10-13,10
Kevin Rodgers,kevin.rodgers@gmail.com,2015-11-18,1,CBN, CTO,1,1,3,0.0,0,2022-02-09,2
Joseph Sims,joseph.sims@gmail.com,2018-10-16,1,Pepsi, CTO,0,1,2,0.0,0,2021-12-17,12
Tiffany Garcia,tiffany.garcia@gmail.com,2023-02-06,1,Nasscom,CEO,1,1,3,0.0,0,2023-06-08,6
James Gibbs,james.gibbs@gmail.com,2023-10-29,1,Westin,CEO,0,1,1,734.0,1,2023-11-06,11
Andrea Lewis,andrea.lewis@gmail.com,2010-01-06,1,CaSa, CTO,0,1,1,1347.0,2,2015-07-23,7
Madison Trujillo,madison.trujillo@gmail.com,2020-07-31,1,YCI,Employee,1,1,2,0.0,0,2021-03-07,3
Catherine Reid,catherine.reid@gmail.com,2018-10-16,1,Pepsi, CTO,1,1,3,0.0,0,2022-03-31,3
Christopher Castillo,christopher.castillo@gmail.com,2010-01-06,1,CaSa,CEO,1,1,2,0.0,0,2012-10-03,10
Brandi Murphy,brandi.murphy@gmail.com,2015-11-18,1,CBN,CEO,1,1,4,0.0,0,2017-07-22,7
Benjamin White,benjamin.white@gmail.com,2010-01-06,1,CaSa,Employee,0,1,3,0.0,0,2010-07-26,7
Heather Sanchez,heather.sanchez@gmail.com,2023-10-29,1,Westin,CEO,0,1,2,0.0,0,2023-11-06,11
Jeffrey Mason,jeffrey.mason@gmail.com,2020-08-17,0,Particular,Particular,0,0,1,6325.1,1,2017-10-02,10
Timothy Hammond,timothy.hammond@gmail.com,2018-10-16,1,Pepsi,CEO,1,1,4,0.0,0,2022-07-08,7
David Woods,david.woods@gmail.com,2020-07-31,1,YCI,CEO,0,1,1,981.0,1,2021-02-15,2
Linda Serrano,linda.serrano@gmail.com,2017-09-26,0,Particular,Particular,0,0,1,1807.17,1,2017-11-17,11
Mrs. Christy Ruiz,mrs. christy ruiz.@gmail.com,2024-01-21,1,The Oberoi,CEO,0,1,4,0.0,0,2024-03-24,3
Anne Velazquez,anne.velazquez@gmail.com,2015-11-18,1,CBN,CEO,1,1,3,0.0,0,2017-10-10,10
Sharon Holland,sharon.holland@gmail.com,2010-01-06,1,CaSa,Employee,0,1,4,0.0,0,2016-07-02,7
Thomas Gray,thomas.gray@gmail.com,2015-11-18,1,CBN, CTO,1,1,1,1503.0,3,2022-12-12,12
Jacob Stanton,jacob.stanton@gmail.com,2015-10-14,0,Particular,Particular,0,0,1,3162.55,3,2016-08-22,8
Lauren Roth,lauren.roth@gmail.com,2013-06-02,1,Jonhsons,CEO,1,1,1,1864.0,2,2018-04-16,4
Mitchell Pacheco,mitchell.pacheco@gmail.com,2017-05-12,0,Particular,Particular,0,0,1,903.59,2,2011-03-28,3
Dustin Jenkins,dustin.jenkins@gmail.com,2012-08-06,0,Particular,Particular,0,0,1,6325.1,3,2021-04-29,4
Sydney Carey,sydney.carey@gmail.com,2012-11-26,1,Indigo,Employee,1,1,2,0.0,0,2016-07-29,7
Darren Ford,darren.ford@gmail.com,2011-12-30,0,Particular,Particular,0,0,1,8132.27,3,2020-03-23,3
Robyn Warren,robyn.warren@gmail.com,2021-08-23,0,Particular,Particular,0,0,1,4517.93,1,2020-11-03,11
Heather Hill,heather.hill@gmail.com,2015-11-18,1,CBN, CTO,0,1,3,0.0,0,2019-11-29,11
Juan Hart,juan.hart@gmail.com,2023-10-29,1,Westin, CTO,1,1,3,0.0,0,2024-04-05,4
Michael Martinez,michael.martinez@gmail.com,2023-10-29,1,Westin, CTO,1,1,4,0.0,0,2024-03-18,3
Matthew Underwood,matthew.underwood@gmail.com,2009-06-05,0,Particular,Particular,0,0,1,90.36,1,2018-07-06,7
Aaron Rice,aaron.rice@gmail.com,2020-07-31,1,YCI,Employee,0,1,1,1016.0,1,2023-10-18,10
Christopher Sandoval,christopher.sandoval@gmail.com,2018-10-16,1,Pepsi,CEO,0,1,2,0.0,0,2019-10-08,10
Andrea Pierce,andrea.pierce@gmail.com,2020-07-31,1,YCI,Employee,0,1,1,1262.0,2,2023-08-16,8
Justin Williamson,justin.williamson@gmail.com,2007-06-28,0,Particular,Particular,0,0,1,1807.17,3,2012-12-26,12
Stephanie Cole,stephanie.cole@gmail.com,2017-10-22,1,Nike,Employee,0,1,4,0.0,0,2021-04-01,4
Nicole Torres,nicole.torres@gmail.com,2024-01-21,1,The Oberoi,CEO,1,1,4,0.0,0,2024-01-26,1
Sheryl Martinez,sheryl.martinez@gmail.com,2008-03-02,0,Particular,Particular,0,0,1,4517.93,2,2015-01-24,1
John Patton,john.patton@gmail.com,2023-05-11,0,Particular,Particular,0,0,1,8132.27,1,2021-07-24,7
Michael Watts,michael.watts@gmail.com,2018-07-11,0,Particular,Particular,0,0,1,903.59,3,2008-11-10,11
Matthew Murray,matthew.murray@gmail.com,2021-06-02,0,Particular,Particular,0,0,1,1355.38,2,2009-08-12,8
Dennis Wall,dennis.wall@gmail.com,2007-05-21,1,Baxter, CTO,0,1,4,0.0,0,2022-07-29,7
Derek Watson,derek.watson@gmail.com,2008-03-10,1,Hyatt,CEO,0,1,2,0.0,0,2017-10-22,10
Kaylee Olson,kaylee.olson@gmail.com,2018-10-16,1,Pepsi,Employee,0,1,2,0.0,0,2019-04-02,4
Katrina Mendoza,katrina.mendoza@gmail.com,2008-03-10,1,Hyatt, CTO,1,1,2,0.0,0,2016-12-09,12
Frank Bishop,frank.bishop@gmail.com,2023-10-29,1,Westin,Employee,0,1,4,0.0,0,2024-04-06,4
Rhonda Guerrero,rhonda.guerrero@gmail.com,2023-10-29,1,Westin,Employee,0,1,2,0.0,0,2023-11-04,11
John Flores,john.flores@gmail.com,2017-07-04,0,Particular,Particular,0,0,1,1355.38,2,2022-10-24,10
Alice Diaz,alice.diaz@gmail.com,2018-10-16,1,Pepsi,CEO,1,1,1,1030.0,1,2024-02-26,2
Jimmy Fischer,jimmy.fischer@gmail.com,2013-06-02,1,Jonhsons,Employee,1,1,2,0.0,0,2023-09-17,9
John Garcia,john.garcia@gmail.com,2018-09-12,0,Particular,Particular,0,0,1,1807.17,3,2019-09-15,9
Cynthia Adams,cynthia.adams@gmail.com,2017-10-22,1,Nike, CTO,1,1,3,0.0,0,2022-04-22,4
David Kennedy,david.kennedy@gmail.com,2021-11-06,0,Particular,Particular,0,0,1,1807.17,3,2021-03-10,3
Joel Shaffer,joel.shaffer@gmail.com,2023-10-29,1,Westin,Employee,1,1,2,0.0,0,2024-03-10,3
Scott Campbell,scott.campbell@gmail.com,2023-10-29,1,Westin, CTO,0,1,3,0.0,0,2023-11-23,11
Charlene Manning,charlene.manning@gmail.com,2024-01-21,1,The Oberoi,CEO,0,1,2,0.0,0,2024-01-24,1
Katherine Foster,katherine.foster@gmail.com,2013-08-21,1,Cosco,Employee,1,1,2,0.0,0,2022-07-14,7
Mrs. Tanya Garcia,mrs. tanya garcia.@gmail.com,2021-11-10,1,Amazon,CEO,1,1,1,1667.0,3,2023-06-28,6
Angela Dawson,angela.dawson@gmail.com,2023-02-06,1,Nasscom, CTO,1,1,2,0.0,0,2023-09-01,9
Tracy Olson,tracy.olson@gmail.com,2015-03-28,0,Particular,Particular,0,0,1,9035.86,3,2017-10-03,10
Jacob Bradley,jacob.bradley@gmail.com,2020-07-31,1,YCI, CTO,1,1,3,0.0,0,2024-01-27,1
Lacey Logan,lacey.logan@gmail.com,2007-05-21,1,Baxter,CEO,0,1,1,1485.0,2,2014-05-06,5
Matthew Perez,matthew.perez@gmail.com,2008-03-10,1,Hyatt,Employee,0,1,3,0.0,0,2009-12-15,12
Vanessa Kidd,vanessa.kidd@gmail.com,2017-11-04,0,Particular,Particular,0,0,1,8132.27,1,2014-05-01,5
Lawrence Mcdonald,lawrence.mcdonald@gmail.com,2016-09-28,0,Particular,Particular,0,0,1,4517.93,3,2021-12-26,12
David Kim,david.kim@gmail.com,2023-10-29,1,Westin,CEO,1,1,2,0.0,0,2024-01-17,1
Nicole Stevens,nicole.stevens@gmail.com,2013-06-02,1,Jonhsons,Employee,1,1,3,0.0,0,2014-06-28,6
Alexis Thomas,alexis.thomas@gmail.com,2015-01-07,0,Particular,Particular,0,0,1,1807.17,3,2009-04-01,4
Daniel Gomez,daniel.gomez@gmail.com,2008-05-16,0,Particular,Particular,0,0,1,4517.93,3,2021-07-03,7
Jason Ruiz,jason.ruiz@gmail.com,2007-11-01,0,Particular,Particular,0,0,1,6325.1,1,2009-05-08,5
Steven Roberts,steven.roberts@gmail.com,2018-10-16,1,Pepsi, CTO,1,1,2,0.0,0,2022-07-16,7
Kristin Nguyen,kristin.nguyen@gmail.com,2024-03-18,0,Particular,Particular,0,0,1,6325.1,3,2020-06-29,6
Ernest Powell,ernest.powell@gmail.com,2013-06-02,1,Jonhsons, CTO,0,1,3,0.0,0,2023-01-07,1
Amy Contreras,amy.contreras@gmail.com,2020-07-31,1,YCI,CEO,0,1,1,1230.0,3,2022-12-01,12
Lisa Lang,lisa.lang@gmail.com,2012-11-26,1,Indigo,Employee,0,1,1,1746.0,3,2016-07-14,7
Vanessa Gibson,vanessa.gibson@gmail.com,2011-10-27,0,Particular,Particular,0,0,1,3162.55,3,2020-12-04,12
Alexis King,alexis.king@gmail.com,2007-05-21,1,Baxter,CEO,0,1,3,0.0,0,2019-07-23,7
Kevin Brown,kevin.brown@gmail.com,2023-02-06,1,Nasscom,Employee,0,1,3,0.0,0,2023-04-26,4
Victoria Bradley,victoria.bradley@gmail.com,2008-03-10,1,Hyatt,CEO,1,1,1,330.0,1,2017-09-25,9
Elizabeth Jones,elizabeth.jones@gmail.com,2020-07-31,1,YCI,CEO,1,1,1,298.0,1,2021-01-19,1
Kenneth Vasquez,kenneth.vasquez@gmail.com,2023-10-29,1,Westin, CTO,1,1,2,0.0,0,2023-11-15,11
Julia Santos,julia.santos@gmail.com,2007-10-07,0,Particular,Particular,0,0,1,4517.93,3,2020-04-28,4
Alexis Johnson,alexis.johnson@gmail.com,2007-05-21,1,Baxter, CTO,0,1,2,0.0,0,2011-08-21,8
Melanie Collins,melanie.collins@gmail.com,2015-11-18,1,CBN,CEO,1,1,4,0.0,0,2020-09-06,9
Michael Ramirez,michael.ramirez@gmail.com,2008-06-27,0,Particular,Particular,0,0,1,903.59,1,2021-05-12,5
Jodi Lynch,jodi.lynch@gmail.com,2009-03-01,0,Particular,Particular,0,0,1,1807.17,1,2021-10-19,10
Phillip Solis,phillip.solis@gmail.com,2020-02-12,0,Particular,Particular,0,0,1,90.36,2,2012-06-13,6
Joe Bray,joe.bray@gmail.com,2020-07-31,1,YCI,Employee,1,1,3,0.0,0,2023-11-10,11
James Stevens,james.stevens@gmail.com,2018-05-02,0,Particular,Particular,0,0,1,6325.1,2,2018-03-20,3
Haley Jones,haley.jones@gmail.com,2023-02-06,1,Nasscom,CEO,0,1,1,1240.0,1,2023-10-25,10
Anthony Nguyen,anthony.nguyen@gmail.com,2007-05-21,1,Baxter,CEO,0,1,3,0.0,0,2009-01-31,1
Nicole Doyle,nicole.doyle@gmail.com,2021-11-10,1,Amazon,Employee,0,1,2,0.0,0,2022-03-28,3
Heather Gray,heather.gray@gmail.com,2016-02-11,1,Cromax,Employee,0,1,2,0.0,0,2019-09-25,9
Catherine Warren,catherine.warren@gmail.com,2010-01-06,1,CaSa,Employee,0,1,3,0.0,0,2023-11-17,11
Lauren Tran,lauren.tran@gmail.com,2013-06-14,0,Particular,Particular,0,0,1,90.36,3,2019-08-28,8
Nancy Winters,nancy.winters@gmail.com,2014-07-20,0,Particular,Particular,0,0,1,1355.38,2,2018-11-01,11
Alyssa Gaines,alyssa.gaines@gmail.com,2013-08-21,1,Cosco,Employee,1,1,4,0.0,0,2023-11-01,11
Jesse Haas,jesse.haas@gmail.com,2015-07-24,0,Particular,Particular,0,0,1,903.59,3,2011-12-25,12
Melinda Keller,melinda.keller@gmail.com,2023-09-21,0,Particular,Particular,0,0,1,3162.55,3,2010-09-16,9
Richard Gomez,richard.gomez@gmail.com,2018-07-31,0,Particular,Particular,0,0,1,451.79,3,2022-05-29,5
Antonio Palmer,antonio.palmer@gmail.com,2017-04-06,0,Particular,Particular,0,0,1,1355.38,1,2008-12-08,12
Bobby Ryan,bobby.ryan@gmail.com,2010-01-06,1,CaSa,CEO,1,1,4,0.0,0,2019-03-14,3
Devon Wright,devon.wright@gmail.com,2015-11-18,1,CBN, CTO,1,1,4,0.0,0,2020-06-08,6
Victoria Henderson,victoria.henderson@gmail.com,2018-10-16,1,Pepsi,Employee,1,1,2,0.0,0,2023-07-02,7
Brenda King,brenda.king@gmail.com,2021-11-10,1,Amazon, CTO,0,1,1,348.0,1,2022-10-28,10
Dawn Miles,dawn.miles@gmail.com,2020-07-31,1,YCI,CEO,1,1,2,0.0,0,2022-12-14,12
David Wilson,david.wilson@gmail.com,2019-11-16,0,Particular,Particular,0,0,1,9035.86,2,2020-05-07,5
Leslie Hill,leslie.hill@gmail.com,2020-04-04,1,Vodafone,CEO,1,1,2,0.0,0,2022-02-28,2
Scott Montes,scott.montes@gmail.com,2008-04-03,0,Particular,Particular,0,0,1,3162.55,1,2016-02-14,2
Amber Jones,amber.jones@gmail.com,2023-02-06,1,Nasscom,CEO,1,1,1,1292.0,1,2024-03-11,3
Logan Ferguson,logan.ferguson@gmail.com,2013-08-21,1,Cosco, CTO,1,1,4,0.0,0,2020-06-24,6
Joseph Zuniga,joseph.zuniga@gmail.com,2017-02-02,0,Particular,Particular,0,0,1,1355.38,1,2016-03-26,3
Mr. Clayton Harrington,mr. clayton harrington.@gmail.com,2023-10-29,1,Westin,Employee,1,1,3,0.0,0,2024-02-18,2
Melissa Morrison,melissa.morrison@gmail.com,2021-05-31,0,Particular,Particular,0,0,1,8132.27,3,2015-08-21,8
John Young,john.young@gmail.com,2015-11-18,1,CBN,Employee,1,1,3,0.0,0,2017-03-21,3
Melanie Williams,melanie.williams@gmail.com,2019-11-02,0,Particular,Particular,0,0,1,4517.93,1,2022-01-30,1
Melissa Johnson,melissa.johnson@gmail.com,2020-07-31,1,YCI, CTO,0,1,1,640.0,3,2023-07-20,7
Charles Peters,charles.peters@gmail.com,2008-06-27,0,Particular,Particular,0,0,1,903.59,2,2018-10-03,10
Brandy Lopez,brandy.lopez@gmail.com,2010-10-28,0,Particular,Particular,0,0,1,4517.93,2,2018-06-24,6
